M(z=0.0) M/M0(z=0.27) M/M0(z=0.62) M/M0(z=1.0) M/M0(z=1.74) M/M0(z=2.48) M/M0(z=3.98) M/M0(z=5.49) res_star M_star ExpFit
11.487208 -0.061696053 -0.12671566 -0.16542053 -0.36044407 -0.6908779 -0.78631306 -1.0569963 0.07017231 9.463195 9.393023
11.444465 -0.089473724 -0.20413017 -0.29188156 -0.3860054 -0.7150812 -1.2523556 -1.5366983 -0.22642422 9.108221 9.334645
11.4867525 -0.042359352 -0.11814594 -0.06561279 -0.61577606 -0.9313698 -1.4929609 -1.9978065 -0.085105896 9.307299 9.392405
11.498656 -0.015945435 -0.17039204 -0.48225403 -0.6246643 -0.7004137 -1.3933058 -1.7078705 -0.24644089 9.16207 9.408511
11.419564 -0.028542519 0.1537714 -0.16797352 -0.28912163 -0.49895477 -1.224576 -1.6128979 0.6030054 9.903239 9.300234
11.494997 0.012086868 -0.016846657 -0.22563744 -0.45096588 -0.6208048 -0.93822575 -1.4601355 0.09121895 9.494785 9.403566
11.48202 0.010314941 -0.1624527 -0.3461008 -0.52822495 -0.8061018 -1.0288639 -1.2819605 -0.16171932 9.224265 9.385984
11.494037 0.03887272 -0.18471241 -0.21576786 -0.34594154 -0.4247532 -1.0456581 -1.148344 -0.11944103 9.282828 9.402269
11.4591675 -0.061956406 -0.124360085 -0.23692894 -0.35330772 -0.4526415 -0.9187813 -1.7771797 -0.03332138 9.321503 9.354824
11.499164 -0.044514656 -0.09274387 -0.117832184 -0.53008175 -0.6954708 -0.84000015 -1.2737026 -0.09315014 9.316045 9.409195
11.498736 0.01025486 -0.07363701 -0.046442986 -0.4667883 -0.589798 -0.75532913 -1.0019217 0.078409195 9.487028 9.408619
11.462694 -0.021834373 -0.08134174 -0.096209526 -0.4647665 -0.94324493 -1.2240582 -1.5385599 0.08250046 9.442149 9.359649
11.496289 -0.008885384 -0.090771675 -0.11131954 -0.43025494 -1.0387564 -1.2513552 -1.5823889 0.10051918 9.505832 9.405313
11.499101 0.00083732605 -0.14090157 -0.22885513 -0.3073454 -0.35507393 -0.72783375 -1.1957483 0.16922855 9.578339 9.40911
11.476519 -0.15673542 -0.3398323 -0.5299511 -0.69596195 -0.7865019 -0.8858919 -1.0411425 -0.35774422 9.020761 9.378505
11.455368 -0.1383686 -0.31198692 -0.37648106 -0.5860758 -0.68173885 -1.0410252 -1.7903309 -0.474638 8.874981 9.349619
11.476252 -0.2522192 -0.26897144 -0.3001299 -0.5729561 -0.7584801 -1.0967512 -1.7769508 -0.5150671 8.863074 9.378141
11.412974 -0.09969902 0.019717216 -0.40723705 -0.5863457 -0.8009577 -1.1568174 -1.8636122 -0.22693539 9.064141 9.291077
11.446918 -0.03768444 -0.07575321 -0.10680485 -0.3356104 -0.36790562 -1.054882 -1.3400021 0.012242317 9.350261 9.338018
11.456539 -0.002327919 -0.039090157 -0.12743092 -0.7358122 -0.94012165 -1.4497671 -1.917162 -0.2289486 9.122275 9.351224
11.479328 0.009180069 -0.0861187 -0.15080547 -0.7685013 -0.9013214 -1.1764727 -1.2677603 -0.21705055 9.165275 9.382325
11.448165 -0.028391838 -0.10643387 -0.16779518 -0.16388416 -0.7520714 -1.0798578 -1.6165018 -0.0072221756 9.332511 9.339733
11.483056 -0.032423973 0.054079056 -0.47939396 -0.5554266 -0.57516575 -1.1308765 -1.7519989 -0.041215897 9.346173 9.387389
11.416282 0.055644035 -0.11144066 -0.38633442 -0.458889 -0.61039543 -1.0449896 -1.1872683 -0.15124321 9.144432 9.295675
11.444285 -0.029827118 -0.086304665 -0.13756657 -0.22822952 -0.30429268 -0.97608376 -1.3303957 0.04129505 9.375693 9.334398
11.485432 -0.028804779 -0.06543064 -0.2431488 -0.7592268 -1.3590412 -1.9533291 -2.1815825 0.04782486 9.438438 9.390614
11.453877 -0.00815773 -0.1514206 -0.2684641 -0.42128086 -0.5851259 -1.2030153 -1.7834721 -0.1849451 9.16263 9.347575
11.489965 -0.037937164 -0.05307007 -0.12204361 -0.42608166 -0.8161583 -1.2124605 -1.5859213 -0.07609749 9.320661 9.396758
11.48004 0.02604866 -0.029159546 -0.2669096 -0.40982056 -0.54876614 -1.155119 -1.4302235 0.2756405 9.658933 9.383292
11.414958 -0.051794052 -0.079297066 -0.20588398 -0.19146347 -0.65927887 -1.300684 -1.5561876 -0.21460152 9.079234 9.293836
11.445791 -0.03160286 -0.028591156 -0.33743286 -0.6109743 -0.66998005 -1.0487204 -1.3806591 0.053071976 9.389542 9.33647
11.480569 -0.039420128 -0.11412716 -0.090807915 -0.34883404 -0.46527386 -0.854146 -1.2089043 -0.004263878 9.379747 9.384011
11.493058 -0.03863716 -0.10027313 -0.06548786 -0.31843758 -0.48339462 -0.7536373 -1.0542126 -0.06440735 9.336538 9.400946
11.436347 0.036269188 -0.24404526 -0.26119137 -0.31284142 -0.7782793 -1.197711 -1.523056 -0.052225113 9.2712345 9.32346
11.48833 -0.11169529 -0.1206007 -0.30743885 -0.3809061 -0.82850933 -1.0716839 -1.424058 -0.12502384 9.269519 9.394543
11.462917 -0.08582115 -0.27822208 -0.5134773 -0.76954746 -1.2789078 -1.8983154 -2.6239548 -0.26549816 9.094456 9.359954
11.440425 -0.06088257 -0.091498375 -0.12916946 -0.31718254 -0.4304676 -0.6109762 -1.1650352 -0.15213394 9.176949 9.3290825
11.469577 -0.03186035 -0.39114857 -0.41111755 -0.72195053 -0.72257614 -1.2402687 -1.4459229 -0.1302824 9.238765 9.369047
11.475735 -0.13402653 -0.23370934 -0.33759212 -0.5232191 -0.9265137 -1.1074276 -1.2143469 -0.091469765 9.285968 9.377438
11.458786 -0.02521038 0.07114029 -0.27051353 -0.4350853 -1.0056295 -1.3098392 -1.7418766 -0.059261322 9.29504 9.354301
11.463605 -0.06332207 -0.0017385483 -0.14720821 -0.22192287 -0.48240948 -0.896018 -1.4366522 -0.03866291 9.32223 9.360893
11.431657 -0.081591606 -0.19169617 -0.20571995 -0.37071514 -0.48418617 -0.6999512 -1.3818407 -0.059117317 9.257865 9.316982
11.496161 -0.067435265 -0.1462965 -0.22388268 -0.25134087 -0.7588396 -0.97989655 -1.4869375 -0.10815716 9.296984 9.405141
11.419849 -0.14334774 -0.13401318 -0.4632845 -0.48822498 -0.85321045 -1.0623732 -1.4543228 -0.07747269 9.223157 9.30063
11.496368 -0.027775764 0.08686066 -0.5641012 -0.90026283 -1.0131321 -1.1616306 -1.4817972 -0.41442013 8.991 9.40542
11.490095 -0.02881527 -0.03937435 -0.1503706 -0.3178196 -0.46762562 -0.83899975 -1.0505228 -0.12112427 9.27581 9.3969345
11.493957 -0.04245758 -0.08702755 -0.16372585 -0.13815022 -0.73924255 -0.94431305 -1.3579636 -0.015420914 9.386739 9.40216
11.43387 -0.0051631927 -0.062174797 -0.12843609 -0.25685024 -0.36586666 -0.4772501 -1.2119913 0.052853584 9.372893 9.32004
11.433686 -0.55942726 -0.59011555 -0.7358856 -0.7795887 -1.3451176 -1.9496298 -2.4537973 -0.39392567 8.92586 9.319786
11.491901 -0.015699387 -0.07804012 -0.05897045 -0.42049313 -0.887022 -1.2050066 -1.8711834 0.16183472 9.561214 9.39938
11.4764185 -0.008965492 -0.10275364 -0.16979885 -0.30710983 -0.6287136 -1.048811 -1.2639313 -0.15926456 9.219104 9.378368
11.486736 -0.038357735 -0.085897446 -0.18765354 -0.1740923 -0.49758053 -1.0846882 -1.645608 0.0106630325 9.403046 9.392383
11.493155 -0.040103912 -0.10826683 -0.15224361 -0.2693615 -0.6339693 -1.4107409 -1.841279 0.09827328 9.499349 9.401075
11.495396 -0.12266159 -0.18090725 -0.2598276 -0.37760353 -0.7675991 -1.0864744 -1.3803549 -0.27627182 9.127834 9.404106
11.464824 0.014520645 -0.115629196 -0.15572071 -0.19153214 -0.5116949 -0.89696693 -1.0447464 -0.20474815 9.157811 9.362559
11.492738 0.06265926 -0.2303114 -0.3304205 -0.3646698 -0.87213993 -1.3469934 -1.5962362 0.11714554 9.517657 9.400512
11.485464 -0.17196941 -0.18945312 -0.24893856 -0.40920925 -0.8947096 -1.0554371 -1.7782497 -0.37795258 9.012706 9.390658
11.486997 -0.09108925 -0.1128664 -0.16786003 -0.20116043 -0.96080303 -1.17309 -1.3408947 -0.014796257 9.377939 9.3927355
11.449853 -0.10094929 -0.018566132 -0.31305695 -0.80766106 -0.93465424 -1.2548647 -1.8550158 0.27145195 9.613503 9.3420515
11.498593 -0.0217247 0.01826477 -0.15649891 -0.35449505 -1.1722565 -1.4351845 -1.8614407 -0.0012731552 9.407153 9.408426
11.490757 -0.02097702 -0.07071781 -0.16453838 -0.50037384 -0.53991604 -1.0138044 -1.5025759 -0.025284767 9.372546 9.397831
11.448415 -0.06631565 0.04198742 -0.45244884 -0.5872307 -0.7732334 -1.0728941 -1.4021769 -0.20173836 9.138338 9.340076
11.424705 0.028873444 0.09748459 -0.27519035 -0.7524891 -0.95261097 -1.2998104 -1.8867722 0.018321037 9.325683 9.307362
11.457324 -0.0023241043 -0.09982586 -0.13871479 -0.15310287 -0.5368347 -1.0006628 -1.1529789 0.08651161 9.43881 9.352299
11.45141 -0.018295288 -0.08697128 -0.19931602 -0.26753235 -0.6328993 -1.0895691 -1.2895403 0.14567375 9.489864 9.344191
11.405125 -0.0485487 -0.10566521 -0.10356426 -0.36531162 -0.64162445 -0.894681 -1.2217703 0.034243584 9.314385 9.280142
11.497451 -0.16215897 -0.20146465 -0.30934048 -0.5849533 -0.74857616 -1.3082409 -1.859148 0.004386902 9.41127 9.406883
11.459845 -0.124806404 -0.09215832 -0.38104057 -0.5681238 -0.8874178 -1.297286 -1.469615 0.089571 9.445321 9.35575
11.471403 0.012899399 -0.21805286 -0.29067612 -0.37034607 -0.57968235 -0.8415699 -1.0560999 -0.0037221909 9.367815 9.371537
11.48579 -0.030614853 -0.10823345 -0.04391861 -0.6849327 -0.96318054 -1.3680744 -2.3915558 -0.075139046 9.315961 9.3911
11.480023 0.002128601 -0.057409286 -0.21817017 -0.5477562 -0.8152027 -1.0052423 -1.2847166 -0.06232834 9.320942 9.38327
11.488995 -0.027041435 -0.073786736 -0.15351772 -0.27761078 -0.76138496 -1.3036795 -1.7388744 0.17301464 9.568458 9.395443
11.489076 -0.003317833 -0.08762264 -0.3318758 -0.47789955 -0.90063477 -1.1171465 -1.3292751 -0.29631424 9.099238 9.395553
11.480453 0.025791168 -0.19687271 -0.46093464 -0.62977886 -0.6592188 -1.2242956 -1.4226923 -0.009937286 9.373917 9.383854
11.445738 -0.007930756 -0.117544174 -0.1408472 -0.26228523 -0.8378906 -1.3746271 -1.7785454 0.13716221 9.473558 9.336396
11.465833 -0.048440933 -0.05068302 -0.14480686 -0.18843365 -0.7153578 -0.8892803 -1.1338778 0.053827286 9.417765 9.363937
11.477652 0.020513535 -0.11661434 -0.15169239 -0.26326942 -0.5018101 -1.0323076 -1.4052696 -0.07769966 9.302346 9.380046
11.467045 -0.0014686584 -0.14108562 -0.21930599 -0.5732784 -0.76258373 -0.96943474 -1.6495972 -0.1832037 9.182389 9.365593
11.492175 -0.2187767 -0.26042747 -0.42076683 -0.4191599 -0.99839497 -1.9154902 -1.9141684 -0.42871284 8.971038 9.399751
11.486215 -0.01525116 -0.10347366 -0.17071056 -0.5278311 -1.0369473 -1.2000942 -1.5277767 -0.2825718 9.109104 9.391676
11.497752 -0.07491112 -0.22523308 -0.29006958 -0.72971153 -0.8947382 -1.1909351 -1.6431503 -0.6206856 8.786604 9.4072895
11.483154 -0.071455956 -0.08402634 -0.57335377 -0.76034164 -0.7127342 -1.1931734 -1.5797338 -0.16707993 9.220443 9.387523
11.474077 -0.048114777 -0.10393429 0.0039567947 -0.3976965 -0.36575794 -1.2223749 -1.4609585 0.1545515 9.529733 9.375181
11.4997015 -0.22803688 -0.3177576 -0.30852413 -0.6030092 -0.817091 -1.4732189 -2.0461931 0.08212757 9.492049 9.409922
11.478682 -0.05533123 -0.110588074 -0.1583004 -0.23831844 -0.44971466 -1.1402617 -1.288825 -0.03897381 9.342473 9.381447
11.4682865 -0.026667595 -0.059872627 -0.19204903 -0.5853071 -0.655735 -1.5477371 -2.258256 -0.12300396 9.244283 9.367287
11.492208 -0.008839607 0.01263237 -0.2067337 -1.0499201 -1.7695837 -2.1282005 -2.3108225 -0.35586834 9.043925 9.399794
11.4945965 -0.051642418 -0.1528883 -0.18576336 -0.2445755 -0.8895931 -1.2079592 -1.421792 0.17070198 9.573728 9.403026
11.437479 0.048311234 -0.3516903 -0.43461037 -0.5518913 -0.9290447 -1.4331732 -1.9839706 -0.32507992 8.999941 9.325021
11.455858 -0.19351387 -0.2475872 -0.3071947 -0.6703615 -0.9475794 -1.3012753 -1.6476355 -0.47418404 8.876106 9.35029
11.491128 -0.027608871 -0.12378502 -0.17432117 -0.3585081 -0.4838152 -0.9332485 -1.2891808 -0.027710915 9.370623 9.398334
11.443459 -0.037332535 -0.11641598 -0.2306652 -0.37481403 -0.4338436 -0.77283955 -1.3809137 0.33355236 9.666813 9.333261
11.424385 -0.26517296 -0.32380295 -0.3671503 -0.49918175 -0.597682 -1.0843639 -1.2894897 -0.06455135 9.242368 9.306919
11.496735 -0.03770542 -0.095261574 -0.20896244 -0.7366066 -0.7498236 -1.353138 -1.4884901 -0.21963596 9.18628 9.405916
11.481641 -0.022177696 -0.026676178 -0.08607483 -0.20535088 -0.2599411 -0.6800728 -0.9744482 0.26358223 9.649051 9.3854685
11.4994955 -0.029833794 -0.035856247 -0.16758633 -0.26273823 -0.72729874 -1.0403967 -1.2836523 0.1941452 9.603789 9.409644
11.480932 -0.020014763 -0.055757523 -0.06791973 -0.3690462 -0.69963074 -0.98956203 -1.4266853 0.10334492 9.48785 9.384505
11.466277 -0.054133415 -0.1197958 -0.17583561 -0.16471672 -0.6960268 -0.7853298 -1.1796398 0.27385235 9.638396 9.364544
11.469763 -0.07127285 -0.02592659 -0.33373356 -0.53819656 -0.6611519 -1.3990765 -1.8004255 0.07638836 9.44569 9.369302
11.465354 0.034347534 -0.055226326 -0.2465725 -0.59263325 -0.9232435 -1.3480196 -1.5936384 -0.18482208 9.178461 9.363283
11.466721 -0.080085754 -0.08597088 -0.013511658 -0.7418318 -0.82022285 -1.3867931 -1.754631 0.19942856 9.564578 9.3651495
11.46496 -0.051002502 -0.0714283 -0.1618309 -0.31718445 -0.5844736 -1.645237 -1.952363 -0.01894188 9.343803 9.362745
11.440552 -0.11109257 -0.14975166 -0.15717983 -0.5609875 -1.0233326 -1.5087519 -1.8115387 -0.124352455 9.204905 9.329257
11.475551 0.00258255 -0.09105396 -0.1666193 -0.16069889 -0.8724117 -1.8524466 -2.5574074 0.43176842 9.808956 9.377188
11.454246 0.04271221 -0.32328606 -0.4960823 -0.65465355 -1.0219975 -1.2426777 -1.7085896 -0.31603622 9.032044 9.348081
11.4842205 0.030061722 -0.14614391 -0.1786375 -0.21429634 -0.61533356 -1.275424 -1.5727634 -0.014090538 9.37488 9.38897
11.496512 -0.018213272 -0.087182045 -0.21285439 -0.29977417 -0.37530613 -0.89150906 -1.6322441 -0.010235786 9.39538 9.405616
11.484401 -0.009987831 -0.06362152 -0.22716427 -0.5028925 -0.730567 -0.87507725 -1.166872 -0.17595577 9.21326 9.389215
11.48517 0.0022335052 -0.09372234 -0.22476864 -0.32316208 -0.6526985 -0.9346819 -1.1301136 -0.02720642 9.363052 9.390259
11.481048 -0.040405273 -0.11252689 -0.087919235 -0.41958523 -0.6099367 -1.2009144 -1.6349068 0.022334099 9.406997 9.384663
11.435082 -0.02452755 -0.051390648 -0.20386314 -0.37132835 -0.5459337 -1.2375507 -1.7337904 0.015033722 9.336748 9.321714
11.482793 -0.050304413 -0.13050175 -0.14331913 -0.13312912 -0.6930599 -1.3545389 -1.9625893 0.15040779 9.53744 9.3870325
11.474329 -0.06352234 -0.06321144 -0.57782745 -0.65802383 -0.6832199 -1.4200821 -2.0831041 -0.20097923 9.174545 9.3755245
11.475517 -0.1306591 -0.21844673 -0.26533318 -0.363554 -0.51096535 -0.74159336 -1.462883 -0.21209526 9.165047 9.377142
11.408238 -0.13759041 -0.18495274 -0.1828661 -0.31139755 -0.6408806 -0.9047909 -1.0911903 -0.22258282 9.0619 9.284483
11.473993 0.0008382797 -0.1284132 -0.19137669 -0.42623138 -0.6703787 -0.79754734 -1.187356 -0.19477272 9.180294 9.375067
11.48047 0.005777359 -0.11596584 -0.18651009 -0.2573328 -0.5686445 -1.36658 -1.5399895 0.11382389 9.497701 9.383877
11.48113 -0.017214775 -0.034640312 -0.16627789 -0.44067955 -0.50692844 -0.96516895 -1.236764 -0.030824661 9.35395 9.384774
11.455928 0.012155533 -0.12276459 -0.24503613 -0.3836727 -0.44242096 -0.86658573 -1.1319542 0.05104637 9.401433 9.350387
11.468525 0.014202118 -0.11159706 -0.12643051 -0.22629929 -0.5098667 -1.2825584 -1.8587103 0.080145836 9.447759 9.367613
11.476452 -0.08781242 -0.12420559 -0.10880852 -0.42757225 -0.58749676 -1.0838089 -1.3142376 -0.13445187 9.243962 9.378414
11.423727 0.05548477 -0.3001833 -0.35121822 -0.54310894 -0.7685232 -1.336791 -2.5847645 -0.28474045 9.021267 9.306007
11.485464 -0.05306816 -0.08004475 -0.12662983 -0.38081932 -0.78836536 -1.0910044 -1.6273851 0.05981922 9.450478 9.390658
11.491805 0.00253582 -0.033367157 -0.109643936 -0.23228168 -0.28140545 -0.9269314 -1.4514456 0.14052296 9.539771 9.399248
11.473759 -0.041731834 -0.047029495 -0.054023743 -0.36742878 -0.73080254 -0.99085045 -1.543129 0.28665066 9.661398 9.374747
11.47401 -0.07679939 -0.13198376 -0.18598175 -0.24270344 -0.4554968 -1.14322 -1.4672384 0.04245186 9.4175415 9.37509
11.473339 0.013153076 0.024493217 -0.12365341 -0.6918726 -0.83896065 -1.4877319 -1.960742 -0.13187599 9.2423 9.374176
11.485677 -0.028108597 0.0059833527 -0.43854237 -0.55177784 -0.67636776 -1.5791473 -1.8462267 -0.12544918 9.265496 9.390945
11.485023 -0.0076379776 -0.03437233 -0.15537643 -0.3928032 -0.5252123 -1.1660528 -1.6570559 -0.009595871 9.380463 9.3900585
11.464824 -0.04290867 -0.20541096 -0.3214426 -0.4809761 -0.7535105 -1.2170563 -1.6144323 -0.3137827 9.048777 9.362559
11.491756 0.0058374405 -0.0439291 -0.048009872 -0.6881418 -0.7667732 -1.1778498 -1.401968 -0.06907463 9.330109 9.399183
11.41783 -0.027703285 -0.09599495 -0.06725216 -0.6300478 -0.71862984 -0.91313076 -1.7560463 0.112935066 9.410762 9.297827
11.4354315 -0.014387131 -0.15658379 -0.29276943 -0.53646374 -0.7588806 -0.9533453 -1.339591 -0.01610756 9.306088 9.322196
11.474429 -0.07798004 -0.026851654 -0.20733166 -0.4321165 -0.94719505 -1.3402662 -1.8834181 -0.04140663 9.334253 9.37566
11.400243 -0.08935356 -0.23995781 -0.2128458 -0.5008974 -0.5848541 -0.90041447 -1.5218668 -0.06618214 9.207145 9.273327
11.485317 -0.028795242 0.019226074 -0.38707924 -0.4700222 -0.5957823 -0.9564543 -1.318655 -0.08338547 9.307072 9.390457
11.4914665 -0.011492729 -0.03913784 -0.15334415 -0.31641102 -0.7796688 -1.146225 -1.7316856 -0.21171951 9.187072 9.398791
11.453719 -0.0065164566 -0.072470665 -0.22264671 -0.32505608 -0.5281 -1.1799221 -1.5478096 0.38866425 9.736023 9.347359
11.457603 0.28064156 0.07883549 -0.1277237 -0.48425102 -0.13715076 -1.5024767 -2.244504 0.5681658 9.920848 9.352682
11.488411 -0.07801151 -0.12839794 -0.17827892 -0.3017931 -0.63457775 -1.1224632 -1.7338734 -0.006662369 9.387991 9.394653
11.458456 0.038708687 -0.153615 -0.24121666 -0.3190794 -0.48335457 -0.7471428 -1.366641 -0.01427269 9.339577 9.353849
11.487436 -0.025500298 -0.104364395 -0.14679909 -0.3623171 -0.61827946 -0.74610806 -1.6031513 0.13138771 9.524718 9.393331
11.464772 -0.0144405365 -0.029066086 -0.13596821 -0.3071556 -0.51025486 -0.9698715 -1.2483215 -0.014850616 9.347638 9.362489
11.4054985 -0.051236153 -0.050905228 -0.11994743 -0.27828693 -0.2909174 -0.671298 -1.1936245 0.27044678 9.551111 9.280664
11.497594 -0.018530846 -0.09544754 -0.1461916 -0.42971802 -0.5636368 -0.8686981 -1.1492052 -0.007241249 9.399836 9.407077
11.435358 -0.007713318 -0.099627495 -0.10730457 -0.44319057 -0.7049513 -1.0272169 -1.935214 0.507205 9.829299 9.322094
11.474781 -0.040690422 -0.056588173 -0.29132843 -0.49348164 -0.64201546 -0.99170876 -1.5331564 0.14563179 9.521771 9.37614
11.491257 -0.028700829 -0.05212021 -0.102249146 -0.22973156 -0.72466755 -1.1642141 -1.4361286 0.27187634 9.670384 9.398508
11.489545 -0.03335476 -0.040348053 -0.13012123 -0.22331333 -0.5215378 -0.71423626 -0.93835354 0.31616306 9.712352 9.396189
11.492416 -0.032485962 -0.07498646 -0.13491821 -0.17749214 -0.42164516 -0.72694016 -1.1277618 0.07027054 9.470347 9.400077
11.487289 -0.021303177 -0.0366745 -0.12965965 -0.27400684 -0.45017433 -0.8285637 -1.1209116 0.087804794 9.480937 9.393132
11.414996 -0.16290188 -0.2696085 -0.38031864 -0.6879482 -0.8993406 -1.3801346 -1.5624943 -0.33903313 8.954856 9.293889
11.495747 -0.227705 -0.28769207 -0.34091854 -0.4594574 -0.90141773 -1.2039757 -1.4486122 -0.3059559 9.098624 9.40458
11.493924 0.0399065 -0.0104904175 -0.11628342 -0.19564438 -0.35136986 -0.48651314 -0.8989601 0.18235302 9.58447 9.402117
11.442557 -0.03545189 -0.037923813 -0.041718483 -0.67332554 -0.7967367 -1.3415394 -1.9238644 -0.23895645 9.093063 9.33202
11.485268 -0.039870262 -0.08363533 -0.14497185 -0.2423563 -0.35172844 -0.5478926 -0.95818233 0.19815063 9.588541 9.39039
11.45929 0.036441803 0.055007935 -0.08303261 -0.2591982 -0.55047417 -0.96599007 -1.6320658 0.41746235 9.772453 9.354991
11.48807 -0.009438515 -0.06319523 -0.16537762 -0.2194624 -0.6473017 -0.84304047 -1.1098223 -0.06362438 9.330565 9.39419
11.475918 -0.111478806 -0.14127254 -0.16159916 -0.6132231 -0.72936535 -0.9408903 -1.396822 0.060585976 9.438272 9.3776865
11.480684 -0.04031372 -0.056204796 -0.6044283 -0.80825615 -0.53439903 -0.9156742 -1.8623657 0.2498827 9.634051 9.384169
11.482908 -0.01794815 -0.069992065 -0.16157246 -0.22849941 -0.669281 -1.1589346 -1.2946682 -0.031105042 9.356083 9.387188
11.457812 -0.057112694 -0.09860706 -0.16104412 -0.45227146 -0.5820885 -0.77344227 -1.7927752 0.18810654 9.541075 9.352968
11.460606 0.062499046 -0.3362732 -0.39030075 -0.56991196 -0.58123875 -1.1734524 -1.9226732 -0.108192444 9.248599 9.3567915
11.480023 -0.060954094 -0.18401241 -0.2556038 -0.35599136 -0.6060982 -1.2733946 -1.5204868 -0.01089859 9.372372 9.38327
11.470626 0.06533337 -0.2373581 -0.23242283 -0.47064495 -0.5858841 -0.7093706 -1.001914 -0.14908409 9.221395 9.370479
11.446489 0.021627426 -0.06937218 -0.14438057 -0.21019554 -0.4607277 -0.71673393 -1.5808573 0.13445759 9.471887 9.337429
11.494084 -0.007511139 -0.083045006 -0.10771656 -0.16963673 -0.27961063 -0.56386566 -0.97327805 0.24278927 9.6451235 9.402334
11.432507 -0.16495037 -0.13257122 -0.23672199 -0.35491276 -0.41294098 -1.206748 -1.778409 -0.20783615 9.110321 9.318157
11.489448 -0.044085503 -0.16597176 -0.15612221 -0.33746243 -0.4998827 -0.795269 -1.2294302 0.04648018 9.442537 9.396057
11.462694 -0.093382835 -0.18133068 -0.1952734 -0.42178917 -1.1843996 -1.420064 -1.7064018 0.08391476 9.443563 9.359649
11.475902 -0.039043427 -0.05521679 -0.2521677 -0.48165417 -0.53205395 -0.9996166 -1.083663 -0.012518883 9.365147 9.3776655
11.480073 -0.023097038 -0.07343769 -0.18401146 -0.27217293 -1.0838041 -1.1898365 -1.4991388 -0.0016727448 9.381665 9.383338
11.474898 -0.20022392 -0.24247742 -0.3003111 -0.36798286 -0.6219759 -0.80162144 -1.1636677 -0.053448677 9.322851 9.3763
11.472667 -0.17557049 -0.15808201 -0.3401947 -0.5055208 -0.76889706 -1.368887 -1.6469326 -0.39046097 8.9828 9.3732605
11.444698 0.026873589 -0.19106865 -0.5299454 -0.8544569 -1.4182158 -1.6287746 -2.0375347 -0.35589027 8.979075 9.334966
11.481312 -0.026399612 -0.078650475 -0.1232872 -0.24112129 -0.35878468 -0.99545574 -1.3556681 0.3176384 9.70266 9.385021
11.493283 -0.038002968 -0.023367882 -0.33161926 -0.384964 -0.78744316 -1.0553484 -1.4621258 -0.11089516 9.290354 9.401249
11.416109 -0.030501366 -0.09649277 -0.21165848 -0.40761948 -0.5048971 -0.68981075 -1.3206692 -0.031682014 9.263754 9.295436
11.464171 -0.06550217 -0.08875561 -0.4166336 -0.806653 -0.8558321 -1.5312042 -1.9485159 0.303689 9.665357 9.361668
11.452892 -0.1057148 -0.17213058 -0.22379017 -0.42341137 -0.47180176 -0.8888359 -1.2394867 -0.13794136 9.208282 9.346224
11.430157 0.0827322 -0.2567072 -0.29610348 -0.6992855 -0.86095047 -1.2238388 -1.4263458 -0.30178356 9.013125 9.314909
11.494517 -0.047706604 -0.007504463 -0.2025423 -0.5997944 -0.6788235 -1.3340254 -1.5954866 -0.0075035095 9.395415 9.402919
11.482793 -0.012031555 -0.062051773 -0.14251995 -0.20780087 -0.55919456 -1.289402 -1.4078817 0.20049667 9.587529 9.3870325
11.456783 -0.077825546 -0.04556942 -0.104803085 -0.6096468 -0.7493725 -1.3244581 -1.7093363 -0.043878555 9.30768 9.351559
11.480387 -0.0046186447 -0.026000023 0.0066423416 -0.5092182 -0.58745 -0.7437973 -0.89713097 0.41695786 9.800722 9.383764
11.4945965 -0.26129913 -0.37195587 -0.3873682 -0.6770735 -0.70909977 -1.1765871 -2.0993319 -0.47335052 8.929675 9.403026
11.416454 -0.2744398 -0.29721737 -0.36601543 -0.53708744 -0.8066397 -1.0698614 -1.4840698 -0.58285904 8.713056 9.295915
11.457307 -0.23614693 -0.32771683 -0.44172287 -0.6543207 -1.5570173 -2.129324 -2.332038 -0.68834686 8.663929 9.352276
11.470101 -0.029061317 -0.06393623 -0.1106987 -0.43330765 -0.73058987 -1.2512293 -1.9235687 0.16945553 9.539218 9.369762
11.491273 -0.03073597 -0.06441307 -0.11908913 -0.17637348 -0.49707603 -1.0970144 -1.8294888 0.08343506 9.481965 9.39853
11.493187 -0.034453392 -0.14751625 -0.1483059 -0.54251385 -0.6259928 -1.2878017 -1.7978983 -0.065057755 9.3360615 9.401119
11.487988 -0.026122093 -0.16484547 -0.3914671 -0.6462126 -0.70314693 -1.7653646 -2.1623592 -0.2841692 9.109911 9.39408
11.436475 -0.042196274 -0.12968254 -0.27001762 -0.3737135 -0.5783272 -0.8499708 -1.3479061 -0.19909763 9.124537 9.323635
11.482727 -0.025141716 -0.1160059 -0.14956379 -0.68599796 -0.76171494 -1.3769846 -1.6614933 -0.10366058 9.283282 9.386943
11.484924 -0.0566082 -0.12202072 -0.1675396 -0.28609467 -0.41093922 -0.63665295 -0.9769554 -0.007786751 9.382138 9.389925
11.487225 -0.0016784668 -0.09397507 -0.2200737 -0.33629704 -0.72553635 -0.8735018 -1.0056324 0.04040432 9.43345 9.393045
11.48833 -0.0047483444 -0.05499363 -0.14304256 -0.23417187 -0.5596981 -0.90847874 -1.3186159 0.2664671 9.66101 9.394543
